algorithm,input_type,size,avg_time,correct
Tim Sort,sorted,1000,2e-06,True
Tim Sort,reversed,1000,2e-06,True
Tim Sort,random,1000,4.1e-05,True
Tim Sort,partially,1000,2e-05,True
