algorithm,input_type,size,avg_time,correct
Insertion Sort,sorted,1000,5.8e-05,True
Insertion Sort,reversed,1000,0.021351,True
Insertion Sort,random,1000,0.011517,True
Insertion Sort,partially,1000,0.003117,True
